Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10
0,1,1,12,21,2,1,1,29,32
2,3,15,15,15,15,5,5,5,20
0,0,3,3,20,16,3,20,24,11
3,3,3,8,17,17,9,6,17,17
5,1,8,13,12,23,3,2,25,8
0,0,0,0,19,24,27,0,0,30
0,2,2,15,5,25,3,31,5,12
1,4,6,12,18,22,3,3,5,26
4,0,6,13,13,25,1,3,26,9
3,0,8,12,12,22,3,2,32,6
4,8,7,8,13,16,4,5,22,13
2,5,10,10,18,18,3,3,23,8
6,8,8,12,17,17,6,7,9,10
1,8,9,16,1,1,1,1,31,31
4,10,6,15,18,10,5,6,12,14
0,9,11,13,16,3,3,3,21,21
1,1,5,1,11,23,28,3,11,16
0,0,2,5,14,22,29,0,6,22
2,6,11,16,16,21,3,3,11,11
0,2,11,11,16,3,21,5,26,5
3,8,10,12,12,22,11,7,7,8
0,5,6,8,12,22,3,31,6,7
6,5,0,0,0,0,0,37,32,20
6,6,9,11,13,16,8,8,9,14
4,6,4,11,12,4,9,4,34,12
1,0,9,12,15,4,21,5,28,5
2,2,2,8,13,22,3,3,23,22
3,2,9,10,12,23,3,2,29,7
3,6,11,16,16,21,3,3,10,11
1,1,7,8,20,3,8,25,20,7
1,5,7,12,12,3,21,21,7,11
1,4,11,3,16,16,16,6,11,16
0,2,3,3,12,22,3,26,21,8
4,6,8,13,18,8,5,23,7,8
4,4,11,16,16,5,11,11,11,11
4,4,5,16,21,26,4,4,8,8
0,5,6,8,12,22,2,32,6,7
0,6,2,11,4,16,6,21,8,26
0,0,11,14,18,22,1,0,1,33
1,6,9,16,5,15,9,12,15,12
1,8,2,13,0,17,20,6,27,6
6,6,6,0,0,21,21,4,26,10
2,4,12,16,4,6,4,4,22,26
1,1,1,2,21,21,5,21,21,6
0,6,1,2,21,22,27,4,4,13
1,2,2,13,2,21,2,33,3,21
0,0,11,15,18,22,0,0,0,34
0,3,13,18,18,3,23,3,11,8
2,1,2,11,16,2,2,2,31,31
0,0,0,0,16,22,0,0,28,34
2,2,12,13,16,2,20,5,23,5
3,5,6,8,14,13,3,5,20,23
1,2,7,13,14,16,5,24,9,9
0,5,7,9,12,22,2,31,5,7
5,6,11,12,12,16,4,4,4,26
0,0,3,9,12,22,6,32,8,8
2,3,4,11,14,22,26,5,6,7
1,7,8,11,13,2,28,3,13,14
3,6,7,8,2,13,15,1,33,12
3,5,10,12,15,17,12,12,7,7
8,10,1,1,1,1,1,33,22,22
1,1,1,13,16,19,2,2,24,21
4,4,4,4,14,14,14,8,26,8
2,2,6,12,17,12,28,7,7,7
10,0,10,0,20,0,0,0,30,30
5,6,6,14,6,23,22,6,6,6
1,3,8,5,12,22,2,33,6,8
5,6,7,8,9,17,18,6,11,13
0,5,9,14,5,15,8,3,9,32
2,6,9,9,12,5,5,5,14,33
4,7,4,6,13,14,14,6,19,13
6,4,13,10,12,14,5,11,15,10
7,8,10,13,14,3,7,20,7,11
4,5,7,11,15,18,24,4,6,6
2,2,9,2,7,6,27,19,10,16
0,4,12,19,25,4,5,6,8,17
2,2,5,8,13,17,27,3,12,11
7,2,4,20,23,4,2,12,12,14
5,5,10,10,5,5,5,25,5,25
7,10,13,15,18,8,5,8,8,8
0,6,8,6,18,13,3,34,6,6
0,8,11,15,4,25,4,4,6,23
0,0,1,13,2,4,30,31,13,6
6,6,4,11,13,13,5,19,10,13
3,6,8,4,13,12,17,12,8,17
0,1,6,10,15,18,2,2,23,23
1,4,9,16,25,16,9,6,4,10
7,0,0,0,0,0,0,31,31,31
7,0,0,0,0,0,0,31,31,31
7,0,0,0,0,0,0,31,31,31
7,0,0,0,0,0,0,31,31,31
0,5,7,9,12,22,3,32,4,6
1,2,14,13,13,14,4,4,4,31
4,5,4,16,11,16,16,16,6,6
4,6,8,11,11,12,13,6,14,15
13,9,5,16,14,4,9,5,14,11
1,3,8,12,16,5,21,2,27,5
3,6,6,7,13,13,12,8,16,16
6,4,6,6,0,12,0,32,22,12
0,0,0,6,6,8,32,8,32,8
4,4,4,18,16,14,14,12,8,6
1,4,9,16,11,11,8,13,5,22
3,3,4,18,24,24,6,6,6,6
1,5,10,1,15,25,1,1,30,11
2,3,3,16,11,6,16,16,16,11
6,0,0,0,0,0,0,31,31,32
6,0,0,0,0,0,0,31,31,32
1,3,3,5,7,3,28,10,31,9
0,5,7,9,18,16,3,31,6,5
5,5,7,9,12,21,27,2,5,7
2,4,8,11,16,2,27,4,21,5
2,5,6,10,13,7,10,11,18,18
0,0,15,15,15,4,15,1,15,20
2,2,8,4,18,7,21,11,21,6
3,3,8,8,11,18,3,3,23,20
2,8,12,4,4,4,10,16,24,16
3,4,11,14,18,21,1,1,1,26
3,6,10,16,9,10,13,14,11,8
3,5,8,10,13,3,17,19,10,12
1,3,8,2,15,25,28,6,6,6
2,7,12,16,21,23,4,3,6,6
5,10,12,15,8,5,10,10,10,15
1,3,4,6,4,5,25,36,8,8
5,6,9,11,4,8,26,8,12,11
1,1,1,17,17,13,20,5,5,20
4,4,4,13,5,11,5,22,25,7
2,1,5,6,18,10,25,1,15,17
6,6,6,6,7,20,2,32,8,7
0,5,5,5,13,8,2,32,22,8
0,7,7,9,16,15,3,33,5,5
5,5,7,9,12,22,26,2,6,6
6,11,11,16,16,16,6,6,6,6
2,5,6,12,12,23,4,26,4,6
7,9,12,12,11,12,11,7,12,7
0,11,3,11,16,4,21,4,4,26
2,3,5,8,10,18,7,7,28,12
0,2,2,10,4,15,3,33,21,10
1,3,7,11,16,20,24,6,6,6
3,6,3,11,12,7,12,12,17,17
6,6,6,6,6,6,6,6,26,26
6,6,6,6,6,6,6,6,26,26
0,6,8,11,14,17,2,33,3,6
2,3,7,10,13,16,19,10,10,10
6,14,6,16,4,16,4,14,6,14
6,8,11,15,19,23,3,3,6,6
2,7,2,2,16,2,5,21,21,22
1,1,8,13,15,21,23,6,6,6
3,6,6,9,17,20,4,4,27,4
2,3,8,10,15,8,6,36,6,6
2,4,4,15,15,15,15,5,20,5
0,5,7,12,12,22,3,3,32,4
0,5,7,12,11,22,2,32,2,7
1,2,4,14,14,16,18,1,16,14
5,8,9,1,1,1,1,34,25,15
3,3,12,3,0,20,0,0,25,34
0,5,6,8,13,23,3,32,5,5
0,1,1,14,14,14,14,14,14,14
15,0,10,0,20,0,0,0,30,25
2,3,7,12,23,33,3,3,7,7
2,3,7,12,23,33,3,3,7,7
2,2,11,7,2,14,10,15,21,16
1,1,10,15,20,20,0,0,3,30
2,4,8,11,13,13,13,13,13,10
6,6,6,6,6,23,6,29,6,6
2,2,2,3,3,3,5,32,27,21
0,1,10,13,9,11,21,21,7,7
1,0,3,10,5,1,1,34,34,11
3,3,11,12,11,2,21,2,29,6
2,1,3,16,3,11,10,15,19,20
1,11,11,11,11,11,11,11,11,11
1,11,11,11,11,11,11,11,11,11
0,4,3,15,3,16,3,31,3,22
2,2,7,17,22,22,13,4,4,7
0,0,4,15,17,5,22,25,5,7
5,7,9,12,14,16,14,11,7,5
1,1,3,11,4,13,16,8,34,9
0,7,8,6,13,9,6,35,11,5
5,5,7,7,12,12,3,23,13,13
0,0,0,11,11,17,21,18,11,11
1,7,5,4,17,8,2,13,8,35
0,1,4,6,8,12,24,32,6,7
1,4,6,12,18,2,24,2,26,5
3,8,12,13,20,25,4,4,5,6
2,3,7,4,5,5,21,21,9,23
5,1,1,0,0,0,0,31,31,31
0,2,2,14,3,2,22,31,19,5
1,1,9,11,14,11,15,12,15,11
2,6,7,11,2,2,2,2,33,33
0,6,7,11,12,21,3,31,4,5
0,0,11,11,16,3,21,3,31,4
8,8,12,16,1,12,2,2,19,20
3,5,7,16,13,21,22,3,5,5
4,6,8,11,11,10,13,11,14,12
1,3,4,12,4,13,2,2,27,32
3,4,5,9,12,2,22,31,6,6
1,3,4,8,12,13,16,25,6,12
0,3,5,6,18,23,2,32,6,5
2,2,12,21,21,21,3,6,6,6
4,5,7,8,10,5,23,25,6,7
3,5,6,10,13,18,1,1,23,20
2,15,15,15,2,1,1,11,16,22
3,3,13,2,4,1,27,30,10,7
2,4,6,8,12,22,5,31,5,5
10,0,0,0,0,0,0,30,30,30
10,0,0,0,0,0,0,30,30,30
4,6,1,18,20,23,1,2,2,23
0,1,5,2,5,16,28,30,6,7
5,0,0,0,0,0,0,28,32,35
8,8,9,9,10,10,11,11,12,12
0,2,3,3,4,22,26,3,31,6
6,7,8,9,10,10,11,12,13,14
9,9,11,11,9,11,11,9,11,9
12,12,12,12,12,8,8,8,8,8
3,5,1,6,5,11,26,14,17,12
1,1,1,3,4,7,32,37,7,7
4,4,3,2,14,2,26,33,5,7
4,3,7,9,7,8,22,23,9,8
0,0,6,6,6,6,32,32,6,6
4,6,4,11,4,16,4,21,4,26
0,0,3,15,16,19,3,32,6,6
1,1,1,6,6,14,27,28,8,8
0,0,0,1,12,21,3,32,27,4
2,5,6,8,10,20,31,6,6,6
12,7,10,10,10,6,11,8,13,13
0,5,7,12,12,21,3,32,3,5
2,6,8,12,18,3,27,10,10,4
12,0,0,0,0,0,0,30,29,29
5,5,5,5,10,15,5,5,20,25
2,5,6,6,12,6,17,17,17,12
3,6,8,3,17,22,28,3,4,6
10,10,10,10,10,10,5,5,15,15
6,8,11,11,14,22,0,0,22,6
1,5,1,11,5,15,9,19,14,20
4,5,4,4,4,19,22,16,11,11
1,2,3,3,4,5,6,31,35,10
7,9,11,13,13,15,17,5,5,5
3,0,0,0,0,0,0,32,32,33
0,0,1,10,23,24,25,2,7,8
7,12,11,13,11,0,13,8,12,13
0,0,0,0,16,16,2,31,4,31
3,3,14,20,20,20,0,0,10,10
3,4,6,4,4,4,7,31,31,6
0,1,1,11,13,13,1,1,27,32
12,0,0,0,0,0,0,29,29,30
2,5,8,3,6,15,15,14,17,15
2,2,3,3,15,15,15,15,15,15
2,2,3,3,15,15,15,15,15,15
0,4,7,14,12,22,3,2,32,4
4,5,8,16,18,23,15,3,2,6
1,5,10,9,12,22,2,3,32,4
2,3,3,6,6,16,21,31,6,6
0,3,3,3,16,16,21,26,6,6
1,2,5,7,10,1,27,35,6,6
3,3,3,8,13,14,18,26,6,6
2,5,8,11,3,17,3,21,25,5
3,6,6,8,12,12,14,16,16,7
0,6,7,12,12,21,3,31,3,5
5,14,6,17,13,1,4,2,30,8
0,6,7,12,12,21,3,31,3,5
0,6,7,12,12,21,3,31,3,5
0,6,7,12,12,21,3,31,3,5
0,6,7,12,12,21,3,31,3,5
0,6,7,12,12,21,3,31,3,5
1,1,9,2,2,2,27,31,2,23
2,5,7,11,11,21,2,31,5,5
5,6,7,9,12,23,27,1,5,5
3,8,17,14,4,14,6,13,15,6
4,6,8,10,10,10,15,10,10,17
0,0,0,0,16,16,2,31,31,4
4,4,12,16,22,22,5,5,5,5
0,10,7,10,0,0,10,21,21,21
4,6,8,10,12,14,1,1,21,23
0,0,0,0,0,10,30,35,10,15
4,6,7,8,9,10,11,13,15,17
6,11,8,6,7,14,10,15,13,10
1,1,3,3,7,21,26,21,11,6
0,1,3,4,5,6,33,36,6,6
2,3,3,4,6,11,26,26,12,7
1,1,1,1,14,14,1,31,31,5
5,6,7,8,9,12,15,12,12,14
5,7,7,7,7,7,15,15,15,15
1,2,10,3,4,10,14,17,19,20
1,8,9,12,12,19,1,2,32,4
1,0,3,0,13,6,21,21,10,25
9,2,3,3,4,1,3,33,36,6
4,5,8,4,11,9,13,15,14,17
3,3,3,3,3,10,30,33,6,6
2,3,8,11,1,1,31,31,6,6
3,4,7,7,7,7,7,9,22,27
0,0,0,0,17,22,23,0,0,38
2,2,2,6,16,26,5,6,31,4
1,4,3,2,12,13,2,27,30,6
6,3,2,2,2,2,2,27,27,27
2,2,3,12,4,4,30,4,34,5
0,0,0,0,18,21,25,0,0,36
6,7,11,12,0,23,28,0,7,6
0,6,7,11,12,21,3,32,4,4
0,0,14,0,0,0,26,30,0,30
1,2,2,2,12,22,26,3,3,27
3,4,6,10,13,3,23,3,30,5
0,0,3,6,13,9,6,35,23,5
5,6,7,8,10,12,20,1,15,16
10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
1,1,1,1,16,20,25,10,2,23
10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10
4,5,15,2,1,27,10,10,5,21
1,1,7,3,5,5,5,21,23,29
5,6,7,8,9,10,11,12,13,19
1,3,6,0,2,3,26,31,22,6
0,4,6,9,12,0,27,32,5,5
5,7,5,8,10,11,13,13,14,14
3,6,8,7,16,16,2,33,4,5
1,2,3,1,19,21,23,1,23,6
3,4,6,11,15,4,26,4,23,4
2,2,2,2,12,7,17,22,22,12
0,7,8,6,13,9,6,20,26,5
5,6,7,8,9,11,12,13,14,15
3,3,3,6,3,16,26,26,8,6
7,9,10,2,4,7,11,22,10,18
1,3,5,7,9,20,25,10,10,10
1,6,9,13,16,21,0,0,31,3
7,10,12,13,14,14,0,0,15,15
1,2,4,6,15,2,28,32,5,5
0,7,8,6,13,9,6,26,20,5
5,5,0,0,0,0,0,30,30,30
3,4,5,9,13,10,16,29,5,6
4,16,4,16,16,4,16,4,4,16
3,3,3,3,17,30,3,3,30,5
3,5,8,1,1,15,2,2,30,33
0,5,6,9,12,1,26,31,5,5
12,0,1,1,1,1,1,25,28,30
0,1,2,2,2,22,26,32,3,10
4,6,8,8,9,8,15,19,15,8
1,7,2,2,11,15,21,31,5,5
3,6,1,12,15,22,1,2,3,35
6,0,0,0,0,0,0,51,24,19
0,0,8,0,23,26,31,0,6,6
4,5,5,1,10,15,20,25,7,8
0,6,7,12,12,21,3,31,4,4
3,6,9,10,16,18,25,5,3,5
5,7,0,0,0,0,22,22,22,22
4,3,2,16,3,21,21,6,3,21
0,0,3,6,13,9,6,23,35,5
2,3,0,4,0,19,21,0,25,26
2,4,4,9,7,13,9,18,12,22
0,0,0,0,17,20,2,27,31,3
3,1,9,11,15,21,3,2,32,3
2,5,8,12,13,22,2,2,31,3
2,5,6,8,11,14,16,14,15,9
5,6,7,15,12,22,22,1,6,4
4,4,5,8,10,14,4,21,18,12
1,3,1,1,11,1,31,21,24,6
0,0,0,0,18,18,1,31,31,1
5,4,8,9,12,13,10,27,7,5
0,0,11,13,15,21,0,0,0,40
0,0,0,0,17,19,26,0,0,38
0,0,8,2,11,15,23,32,4,5
1,0,3,10,8,12,4,9,25,28
0,6,7,12,12,21,3,32,3,4
0,6,7,12,12,21,3,32,3,4
2,2,9,2,2,2,17,18,23,23
0,6,7,12,12,21,3,32,3,4
1,1,1,15,21,22,5,24,5,5
0,6,7,12,12,21,3,32,3,4
5,7,9,2,2,13,27,2,28,5
0,0,0,0,5,30,10,40,5,10
8,2,2,2,2,2,2,22,26,32
3,4,5,4,4,4,32,34,4,6
2,0,3,0,0,0,0,33,31,31
1,1,2,3,20,3,3,3,31,33
1,3,4,6,6,12,12,30,13,13
11,11,4,4,4,4,4,11,21,26
0,5,7,9,12,1,26,31,4,5
3,8,10,12,13,15,16,14,4,5
0,0,0,0,15,16,2,31,33,3
1,1,1,1,12,15,17,20,22,10
2,2,2,17,2,3,28,3,36,5
0,0,0,19,0,0,27,27,27,0
3,5,6,10,9,18,24,12,8,5
1,3,5,9,11,13,17,18,12,11
6,6,6,6,6,6,6,46,6,6
3,3,3,8,15,25,31,2,5,5
4,4,0,0,0,0,0,27,31,34
0,0,2,2,11,21,3,31,26,4
3,6,0,3,11,11,18,13,17,18
0,0,0,0,20,25,0,25,30,0
2,2,2,2,2,13,26,2,24,25
1,2,3,8,10,20,21,23,6,6
1,1,4,12,12,10,25,25,5,5
7,13,0,15,20,20,0,0,0,25
3,5,7,9,14,25,25,4,4,4
3,8,8,2,12,20,17,20,4,6
1,6,8,11,5,5,27,27,5,5
3,4,5,10,9,12,15,20,11,11
2,4,7,12,16,22,0,2,32,3
2,9,1,15,5,0,19,18,18,13
3,2,4,4,3,24,26,3,4,27
3,6,3,3,11,4,28,32,5,5
1,1,3,4,10,13,17,8,34,9
0,0,2,7,14,11,27,19,15,5
2,6,8,12,15,18,28,3,4,4
4,8,16,20,6,6,4,17,4,15
3,0,3,4,0,22,27,31,5,5
5,5,5,5,5,5,15,20,20,15
3,3,3,3,16,16,16,15,20,5
0,5,6,13,14,21,1,31,6,3
4,4,4,4,4,4,4,33,4,35
2,3,2,10,2,11,17,3,22,28
0,5,7,9,13,3,26,3,31,3
0,0,0,12,0,0,26,28,30,4
1,2,4,7,11,15,22,21,11,6
4,5,6,7,8,7,17,19,11,16
0,0,3,3,19,21,3,23,25,3
3,2,2,8,11,13,22,27,6,6
4,4,5,5,5,31,31,5,5,5
0,6,7,12,12,21,4,31,3,4
3,4,6,7,10,15,18,19,11,7
1,7,10,12,2,17,2,22,23,4
7,8,0,0,0,0,0,25,30,30
1,1,4,8,15,5,26,30,5,5
3,5,6,8,4,18,17,28,4,7
0,22,11,11,11,0,11,11,12,11
1,1,1,1,17,20,1,27,30,1
2,6,8,8,16,17,13,21,2,7
2,4,4,12,17,23,27,3,4,4
4,4,4,5,12,12,23,25,6,5
2,2,0,8,5,19,14,20,14,16
2,3,4,5,11,11,20,31,8,5
4,1,6,4,1,1,19,30,19,15
2,2,2,6,11,16,16,16,21,8
1,1,2,3,3,3,3,35,11,38
2,2,4,6,11,16,21,26,6,6
2,4,5,11,3,14,21,4,4,32
3,3,11,3,3,3,21,23,3,27
5,7,9,11,13,18,25,4,4,4
2,3,5,5,10,10,15,30,10,10
0,0,5,5,5,5,30,40,5,5
2,2,2,2,2,26,5,27,27,5
1,7,10,12,13,19,5,26,5,2
0,0,0,6,4,4,25,25,11,25
1,8,7,9,13,0,23,30,3,6
2,7,10,12,15,3,28,15,4,4
6,1,7,13,13,22,1,1,33,3
2,5,6,7,7,9,15,19,23,7
1,3,3,8,5,13,1,18,24,24
3,2,6,10,3,16,22,3,31,4
2,1,7,1,8,1,1,26,26,27
3,5,7,9,12,3,25,27,4,5
2,2,2,13,13,23,3,34,4,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
4,2,4,3,5,8,17,18,29,10
1,1,2,3,5,8,13,21,34,12
0,0,0,14,2,0,26,26,31,1
3,3,9,3,3,3,22,23,3,28
2,2,2,4,20,20,20,20,5,5
4,4,13,17,23,23,4,4,4,4
2,5,6,6,6,10,18,19,17,11
1,2,2,8,2,11,21,21,21,11
0,0,0,20,2,2,23,25,26,2
0,0,0,0,15,15,0,35,35,0
2,2,5,7,8,12,13,7,18,26
4,4,6,6,11,16,21,21,6,5
6,15,20,2,20,15,6,2,7,7
2,4,6,8,10,9,12,10,18,21
1,5,4,5,5,12,10,15,16,27
2,2,6,6,11,11,16,16,21,9
0,0,3,3,4,22,27,32,5,4
4,6,9,11,15,21,26,1,3,4
0,0,0,1,7,20,3,13,28,28
0,0,0,0,25,25,0,25,25,0
2,2,2,2,15,10,27,30,5,5
0,0,0,0,25,25,0,25,25,0
1,2,2,3,4,16,21,24,21,6
4,6,6,6,6,6,26,4,32,4
0,0,0,0,25,25,0,25,25,0
0,0,0,0,25,25,0,25,25,0
0,4,1,0,2,4,11,22,26,30
0,0,4,12,15,20,24,1,1,23
0,4,2,0,2,2,11,22,26,31
0,6,1,11,1,14,28,2,34,3
5,5,5,5,5,10,15,15,15,20
1,2,11,13,16,1,20,20,1,15
6,7,7,25,25,10,5,5,5,5
4,6,9,11,14,3,27,18,4,4
3,4,4,5,6,7,9,11,17,34
0,4,8,10,13,1,26,30,3,5
2,4,6,8,10,12,14,17,15,12
3,3,4,4,5,13,21,21,5,21
2,2,3,5,5,5,5,11,26,36
5,5,5,5,8,12,15,16,15,14
2,3,4,8,8,12,12,12,22,17
0,0,0,15,0,0,20,32,33,0
4,4,4,4,4,4,34,4,34,4
3,4,6,2,22,23,28,4,4,4
4,6,8,10,15,22,27,2,3,3
3,5,7,9,2,13,26,3,28,4
4,4,4,4,7,23,23,4,23,4
2,4,4,4,4,4,4,4,35,35
0,4,5,9,10,4,28,32,4,4
2,4,4,4,15,3,28,32,4,4
8,9,10,11,12,15,3,15,0,17
5,5,5,10,10,15,10,20,15,5
4,4,4,4,4,14,26,30,5,5
1,3,5,3,17,3,28,32,4,4
2,2,3,3,5,20,20,20,20,5
5,15,5,15,5,5,15,15,15,5
0,0,0,0,12,14,16,18,19,21
0,0,0,11,0,0,31,32,26,0
0,5,7,10,12,1,26,31,4,4
2,3,3,15,17,22,27,3,4,4
2,4,6,8,14,20,28,10,5,3
0,0,0,0,16,16,17,17,3,31
12,11,11,11,11,11,11,11,6,5
0,4,8,9,12,2,26,30,5,4
0,0,6,3,12,17,27,27,3,5
1,3,3,2,7,14,10,17,22,21
5,9,12,8,9,15,17,15,4,6
5,9,12,8,9,15,17,15,4,6
0,4,8,12,12,2,26,28,4,4
2,2,3,10,22,22,27,4,4,4
2,4,4,5,5,10,10,10,15,35
4,4,4,4,4,22,4,24,26,4
2,3,4,4,4,14,14,16,17,22
1,1,1,4,4,22,27,31,5,4
3,4,4,12,11,1,26,30,3,6
2,4,8,10,12,2,27,27,4,4
2,4,6,8,10,10,12,14,16,18
0,1,1,15,3,2,21,29,25,3
1,1,10,12,5,3,28,32,4,4
1,2,3,3,6,11,16,26,26,6
4,4,4,6,10,12,14,16,14,16
3,3,3,3,17,3,28,32,4,4
0,0,8,4,13,16,17,22,2,18
0,5,6,12,12,1,25,31,4,4
0,0,4,8,11,11,14,13,14,25
2,2,6,9,11,3,27,32,4,4
5,10,15,3,3,3,3,3,22,33
6,12,12,16,21,17,4,4,4,4
0,0,6,11,18,2,2,26,32,3
3,4,4,6,19,8,23,2,27,4
5,1,10,15,17,1,23,1,26,1
0,0,0,0,3,8,18,28,31,12
2,3,6,9,9,3,28,32,4,4
3,3,9,12,3,16,17,29,4,4
0,3,2,11,14,2,28,32,4,4
1,2,3,4,10,15,15,15,20,15
2,2,2,2,22,23,2,21,22,2
1,5,6,9,12,2,26,31,4,4
0,5,7,10,12,2,26,31,3,4
1,1,2,3,8,18,22,18,22,5
0,0,2,12,15,3,28,32,4,4
0,0,0,0,0,0,25,25,25,25
1,1,1,1,1,19,22,24,27,3
2,2,3,3,4,4,20,20,21,21
1,1,7,10,12,15,2,25,2,25
0,1,0,1,7,12,12,6,26,35
1,5,1,11,2,19,2,25,2,32
6,14,10,8,10,7,17,11,4,13
2,2,2,19,2,2,22,23,24,2
5,4,5,4,14,14,16,29,3,6
0,0,6,3,12,17,27,27,4,4
1,2,5,5,5,6,15,18,20,23
20,8,19,0,0,2,28,8,8,7
1,7,1,12,1,19,1,26,1,31
6,0,5,5,5,10,21,2,21,25
0,0,0,0,0,25,25,25,25,0
4,5,8,11,4,17,20,23,4,4
0,1,8,9,2,16,26,31,3,4
0,0,0,11,0,0,25,31,32,1
2,1,8,8,9,0,0,22,20,30
1,1,3,4,20,3,31,3,31,3
3,4,5,6,9,11,13,15,17,17
2,2,2,7,8,17,2,23,33,4
5,9,4,6,3,32,0,15,5,21
2,6,2,4,15,5,27,31,4,4
3,4,5,8,11,15,18,4,28,4
0,1,0,1,13,18,27,3,33,4
3,3,3,18,3,3,20,21,23,3
6,7,10,13,16,20,28,0,0,0
2,2,2,7,7,13,16,16,17,18
9,21,10,3,1,10,13,16,8,9
4,6,8,8,7,9,24,25,4,5
1,1,3,3,3,21,25,4,4,35
0,1,11,12,2,17,23,28,3,3
1,3,4,7,9,11,13,15,17,20
0,0,0,0,10,20,15,15,20,20
1,1,1,1,1,19,22,25,28,1
0,5,7,12,12,1,25,31,3,4
0,5,7,12,12,1,25,31,3,4
2,4,5,7,9,11,12,15,17,18
1,7,2,11,2,21,21,2,31,2
1,3,4,6,10,12,14,16,16,18
4,7,11,6,8,4,20,32,4,4
0,0,0,11,0,0,31,31,26,1
2,4,5,7,9,11,13,15,16,18
23,15,14,9,8,6,6,7,6,6
2,4,5,7,9,11,13,15,16,18
2,3,3,3,2,2,2,25,28,30
2,2,3,7,16,3,28,32,3,4
2,2,6,5,11,22,23,21,3,5
25,0,0,0,0,0,0,30,25,20
1,1,2,5,6,6,4,20,25,30
1,4,5,9,15,15,20,20,1,10
0,0,0,10,0,0,0,30,30,30
0,3,3,1,4,6,19,17,21,26
1,1,1,1,1,15,20,15,25,20
2,3,6,3,15,15,25,23,4,4
2,2,2,3,3,3,17,20,23,25
0,0,12,13,0,23,25,27,0,0
1,4,5,7,9,11,13,16,16,18
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
0,0,0,7,11,21,22,31,4,4
0,0,4,4,4,4,4,36,40,4
2,3,4,7,11,11,18,21,18,5
0,17,11,17,8,28,3,7,5,4
0,0,2,8,10,12,14,16,18,20
2,3,4,2,2,4,25,26,27,5
1,3,5,7,9,10,12,14,19,20
0,4,7,9,10,0,0,0,30,40
4,4,4,1,16,11,21,2,2,35
0,5,6,9,15,1,26,31,4,3
4,6,9,11,14,17,30,5,2,2
7,0,0,5,0,15,24,19,14,16
1,1,3,3,3,3,22,2,31,31
3,2,5,12,15,11,7,23,19,3
3,5,2,2,15,18,22,25,4,4
1,23,1,1,1,1,1,23,23,25
1,2,2,7,10,12,14,16,17,19
1,2,3,4,10,12,14,16,18,20
3,3,3,13,18,3,23,3,28,3
1,2,1,1,1,17,21,27,28,1
1,4,7,10,13,2,26,30,3,4
0,0,0,6,8,11,16,16,16,27
5,5,8,7,10,3,23,30,5,4
2,7,9,11,2,2,27,32,4,4
0,1,1,2,2,2,20,23,24,25
1,0,5,7,9,11,13,15,20,19
1,5,7,10,12,2,26,30,3,4
1,2,3,5,8,13,21,21,21,5
2,3,6,9,13,6,24,29,4,4
0,0,0,12,3,0,19,33,33,0
0,0,0,0,0,20,20,20,20,20
2,7,10,12,12,25,1,25,3,3
2,2,2,2,2,2,2,26,28,32
0,0,2,2,2,17,15,18,22,22
1,3,3,1,1,1,0,30,30,30
0,0,0,0,0,20,20,25,35,0
11,11,19,19,20,5,4,1,5,5
1,2,6,6,12,13,31,21,4,4
1,1,1,1,1,5,15,25,25,25
0,0,0,0,0,0,20,23,27,30
1,1,1,1,1,18,19,19,19,20
5,7,9,11,15,21,25,2,2,3
0,1,2,3,4,13,14,15,16,32
2,4,7,11,14,16,19,1,25,1
3,21,17,10,10,10,8,8,8,5
0,5,8,10,13,1,26,31,3,3
2,4,6,9,13,2,27,31,3,3
0,3,5,5,11,14,2,26,32,2
1,2,3,4,5,20,25,32,5,3
2,3,2,2,3,22,27,31,4,4
3,17,3,17,3,17,3,17,3,17
0,0,0,0,0,18,19,20,21,22
1,6,8,10,12,1,26,30,2,4
0,0,1,4,10,13,15,17,19,21
2,4,7,9,12,2,27,31,3,3
2,4,7,9,12,2,27,31,3,3
2,2,6,2,10,18,26,26,4,4
1,3,7,11,16,16,16,11,18,1
0,3,5,17,17,17,17,17,5,2
0,0,1,16,20,20,18,19,3,3
1,1,1,2,2,14,23,23,30,3
0,1,1,2,11,13,15,17,19,21
2,2,2,2,13,13,27,31,4,4
2,6,1,2,13,17,22,30,4,3
0,0,0,10,0,0,30,30,30,0
2,2,2,5,12,21,22,26,4,4
4,2,6,11,12,2,26,31,2,4
2,3,3,3,3,21,21,21,21,2
2,2,3,2,3,22,27,32,3,4
2,7,2,2,12,15,21,33,3,3
2,2,3,3,3,22,27,31,3,4
2,2,3,3,3,22,27,31,3,4
1,3,6,8,16,2,27,31,3,3
